NCESSCH,TEACHERS
240066001284,18.48
240066001285,43.95
240066001286,21.3
240066001287,41.7
240066001288,78.2
240066001289,12.76
240066001290,51.96
240066001293,45.6
240066001294,30.22
240066001295,54.7
240066001484,6.0
240066001667,33.53
240066001674,20.0
240066001707,42.95
240066001740,24.33
240069001088,
240069001145,84.0
240069001149,28.0
240069001151,31.0
240069001298,41.0
240069001299,75.0
240069001300,51.0
240069001301,34.0
240069001303,29.5
240069001304,31.0
240069001305,94.0
240069001306,48.7
240069001307,47.0
240069001308,19.0
240069001309,98.5
240069001310,40.0
240069001311,45.0
240069001312,36.0
240069001314,49.0
240069001315,34.5
240069001318,15.0
240069001319,65.5
240069001320,85.0
240069001322,21.0
240072000880,52.0
240072001091,26.0
240072001323,59.0
240072001325,42.5
240072001326,13.0
240072001327,48.0
240072001328,33.5
240072001329,46.0
240072001330,32.5
240072001332,28.5
240072001333,40.5
240072001334,31.0
240072001335,84.5
240072001498,41.5
250000101558,46.46
250000102003,24.63
250000102398,12.16
250000102399,16.87
250000102401,5.6
250000102402,9.69
250000102403,23.23
250000102797,0.75
250000200639,31.38
250000201766,16.92
250000201790,33.21
250000201859,34.53
250001301782,57.3
250001301783,12.98
250001302845,25.2
250001302847,5.19
250001401275,14.81
250002100511,44.33
250002200514,20.02
250002400516,21.49
250002500524,73.28
250002600530,25.1
250002700535,45.0
250002800537,65.78
250002900545,49.11
250003000547,28.22
250003100549,19.76
250003200553,59.54
250003300555,10.48
250003400567,21.9
250003500569,18.87
250003600576,6.91
250003800581,45.69
250003900599,75.57
250004000600,64.6
250004100601,82.18
250004300508,5.61
250004301927,39.13
250004400816,40.59
250004500817,49.61
250004600819,109.31
250004901245,23.0
250005101247,106.62
250005201250,92.25
250005301256,65.74
250005401258,28.7
250005501260,103.09
250005701271,52.15
250005801272,89.2
250006001439,21.97
250006201446,18.44
250006301453,111.18
250006501585,60.97
250006601586,84.75
250006700627,20.38
250006701109,41.48
250006701110,31.67
250006702653,36.96
250006801746,35.05
250007001667,35.94
250007101747,0.0
250007301750,35.07
250007502084,85.98
250007602086,22.0
250007702091,17.0
250007901842,32.9
250008001843,37.2
250008101844,21.99
250008201845,99.74
250008301846,20.07
250008401847,43.12
250008501984,78.36
250008601996,32.37
250008701997,52.52
250008902127,37.76
250009002112,14.19
250051702619,60.7
250051802632,50.63
250051902629,40.77
250052002641,34.8
250052202680,37.68
250052502708,33.15
250052602703,51.57
250052702710,26.1
250053302713,38.62
250053502719,30.5
250053602714,27.5
250053702716,46.99
250053802717,27.5
250054102728,83.49
250054202731,29.6
250054202736,39.5
250054202737,34.27
250054202738,37.14
250054302763,20.98
250054400469,22.66
250054400840,46.46
250054402832,43.85
250054402836,58.29
250054502785,33.0
250054602780,32.2
250054702782,35.51
250054802781,25.3
250054902783,62.83
250055002784,36.18
250055102808,30.98
250055202827,26.0
250055302814,13.32
250055402833,113.25
250055502821,11.9
250055602817,37.0
250055702842,13.0
250055802844,32.28
250055902869,22.09
250165000001,39.25
250165000002,24.63
250165000006,18.38
250165000434,37.67
250165002727,10.33
250171000007,28.0
250171000008,26.52
250171000009,28.1
250171000010,29.52
250171000012,125.85
250171000013,66.84
250171000029,32.47
250171000356,27.51
250171002867,7.0
250174000014,38.6
250174000015,32.36
250178000018,15.14
250178000021,46.07
250178000023,23.71
250180000024,95.7
250180000025,59.7
250180000026,46.47
250180000027,28.5
250180000028,21.59
250180000030,27.37
250180000032,31.0
250180001499,10.0
250186000033,29.51
250186000034,43.88
250186000035,56.58
250186000036,33.25
250186002841,6.0
250189000038,42.59
250189000039,37.76
250189000041,43.03
250192000042,71.72
250192000043,44.38
250195000045,117.57
250195000047,46.53
250195000048,27.26
250195000050,37.1
250195000051,47.57
250195001676,42.14
250195001678,37.93
250195002366,6.0
250195002510,49.01
250195002511,45.9
250198000053,99.39
250198000054,30.49
250198000057,31.94
250198000058,29.77
250198000059,24.55
250198000062,29.98
250198000063,94.51
250198000065,18.61
250198000066,31.95
250198001681,6.0
250204000069,45.22
250204000397,10.7
250204000831,36.91
250204002367,21.56
250204002368,35.5
250210000070,51.97
250210000071,39.64
250210000072,41.55
250210000938,46.3
250210002455,8.0
250211002257,107.5
250216000074,28.87
250216000080,36.14
250216000176,30.2
250216000931,10.87
250219000084,103.74
250219000087,31.46
250219000089,25.12
250219000090,26.79
250219000096,38.43
250219000097,31.08
250219000098,27.32
250219000945,33.13
250219001294,31.28
250219001610,8.1
250219002831,2.77
250222000100,62.65
250222000101,18.17
250222000103,16.61
250222002567,43.82
250222002846,36.34
250225000108,31.04
250225001295,34.31
250231000116,140.66
250231000118,22.5
250231000121,33.91
250231000125,18.68
250231002678,59.31
250231002679,29.39
250231002748,60.23
250231002851,5.0
250240000128,78.4
250240000130,54.7
250240000131,45.0
250240000132,44.0
250243000134,48.42
250243000136,12.7
250243000836,36.2
250243001871,39.2
250243001873,32.72
250246000139,51.52
250246000141,27.62
250246000142,25.69
250246000670,5.0
250246001683,47.63
250246002543,7.02
250249000143,74.94
250249000144,24.11
250249000146,21.12
250249000147,37.5
250249000148,27.1
250249000149,83.86
250252001613,26.98
250252002513,37.01
250253000154,45.75
250253001999,34.47
250253002000,33.78
250255000159,16.3
250258000160,45.71
250264000164,91.53
250264000165,71.81
250264000167,25.0
250264000168,29.3
250264000169,27.7
250264000173,27.9
250264000175,36.6
250264002854,8.0
250267000177,99.33
250267000178,16.06
250267000179,23.72
250267000180,33.5
250267000181,23.21
250267000182,45.71
250267000183,54.71
250267000184,35.45
250267000186,40.72
250271000191,94.33
250271500185,20.23
250271500192,38.41
250271501078,20.77
250271501082,33.66
250271502372,23.99
250274000193,80.53
250279000011,11.0
250279000198,22.18
250279000201,45.37
250279000203,118.78
250279000204,90.39
250279000205,88.05
250279000208,66.47
250279000210,1.0
250279000213,36.67
250279000214,37.45
250279000215,86.15
250279000216,32.07
250279000217,32.04
250279000218,22.98
250279000220,29.69
250279000222,30.87
250279000223,31.91
250279000224,44.22
250279000226,108.57
250279000227,19.86
250279000230,41.73
250279000232,17.24
250279000239,24.96
250279000241,16.95
250279000244,34.53
250279000247,17.08
250279000249,15.41
250279000251,56.61
250279000254,55.78
250279000255,17.97
250279000257,26.56
250279000258,30.67
250279000259,45.3
250279000261,34.51
250279000264,12.12
250279000265,18.91
250279000268,48.42
250279000269,40.69
250279000270,19.94
250279000272,20.04
250279000273,48.17
250279000274,12.38
250279000275,23.0
250279000277,58.1
250279000278,25.63
250279000282,97.03
250279000283,17.66
250279000289,36.94
250279000290,44.4
250279000291,34.42
250279000292,12.91
250279000294,13.66
250279000295,10.31
250279000297,18.96
250279000302,18.92
250279000303,10.4
250279000304,28.84
250279000308,22.81
250279000312,23.79
250279000315,57.29
250279000319,9.94
250279000321,21.04
250279000322,16.89
250279000323,29.74
250279000327,48.68
250279000331,28.1
250279000332,21.99
250279000333,35.97
250279000334,24.8
250279000337,23.36
250279000338,14.33
250279000339,40.86
250279000342,48.59
250279000343,30.57
250279000344,18.73
250279000692,36.67
250279000693,36.9
250279000695,29.0
250279000698,20.11
250279000704,24.72
250279000837,9.96
250279000946,16.97
250279000952,47.64
250279001115,12.87
250279001118,13.6
250279001126,16.84
250279001128,49.72
250279001296,42.93
250279001511,19.08
250279001617,9.94
250279001692,36.76
250279001768,15.14
250279001898,44.13
250279001902,35.96
250279002006,58.43
250279002013,34.71
250279002015,45.09
250279002016,43.23
250279002374,33.92
250279002458,14.5
250279002514,8.0
250279002569,23.97
250279002622,69.96
250279002669,33.52
250279002670,36.95
250279002674,14.17
250279002676,12.79
250279002677,26.48
250279002687,22.53
250279002689,53.29
250279002721,61.68
250279002725,85.85
250279002729,43.57
250279002753,24.67
250279002806,10.92
250279002835,8.19
250279002839,14.42
250279002848,0.94
250282000348,34.0
250282000353,24.83
250282001517,52.94
250282002664,32.54
250288000357,25.6
250288000358,36.95
250291000359,20.15
250294000360,32.16
250294000361,117.32
250294000363,21.8
250294000364,59.89
250294000365,26.31
250294000367,25.6
250294000368,26.48
250294000372,48.54
250294002570,31.13
250294002789,14.46
250297000374,23.04
250297000841,22.14
250303000380,91.95
250303001674,47.51
250303001755,26.02
250303002102,20.06
250303002643,61.85
250303002657,50.75
250303002659,32.5
250303002866,2.52
250306000381,26.36
250307000382,32.8
250308002262,94.08
250309000221,20.99
250309000385,252.91
250309000386,35.75
250309000387,42.14
250309000388,51.22
250309000389,39.35
250309000390,58.3
250309000396,35.61
250309000398,30.04
250309000401,35.27
250309000404,43.14
250309000405,44.01
250309000407,41.6
250309000410,45.82
250309000966,5.73
250309001132,51.5
250309002544,13.38
250309002649,43.04
250309002652,14.42
250309002655,52.68
250309002688,41.2
250309002691,48.22
250309002752,5.26
250309002792,16.29
250312000413,24.18
250315000415,166.65
250315000416,59.94
250315000417,68.85
250315000418,41.43
250315000419,49.77
250315000420,51.76
250315000421,43.27
250315000422,56.25
250315000423,53.41
250315002027,5.38
250315002776,4.15
250315002793,8.29
250324000426,90.52
250324000427,31.69
250324000429,73.39
250324000431,36.11
250324000432,28.45
250324000844,48.5
250327000020,22.82
250327000228,35.51
250327000435,30.31
250327000436,178.4
250327000437,30.21
250327000441,25.11
250327000442,21.92
250327000443,26.88
250327000444,28.53
250327000446,31.46
250327000447,26.18
250327001518,29.87
250327001621,32.71
250327002746,28.65
250327002756,32.77
250327002759,29.66
250327002768,30.44
250330000451,69.9
250330000452,34.7
250330000454,35.56
250330000455,37.19
250330000456,59.83
250330002635,6.56
250331002264,67.2
250333000457,54.7
250336002661,59.8
250336002662,71.32
250339000459,10.0
250339000462,29.7
250339000465,11.4
250339000466,34.1
250339000467,43.2
250351000472,32.16
250351000474,28.02
250351000475,112.24
250351000476,61.3
250351000478,69.15
250351000480,28.0
250351001300,27.8
250351002640,7.04
250354000235,52.0
250354000482,112.6
250354000847,35.0
250354000855,36.7
250354000858,35.5
250354000859,36.0
250354001158,38.02
250354001772,32.13
250354001776,43.17
250366000489,28.5
250366000490,19.61
250366000491,61.35
250366000492,32.66
250366000493,23.96
250366000495,89.98
250366000496,74.12
250366000500,31.03
250366000501,21.0
250366000502,31.29
250366000504,20.97
250366000720,17.34
250366000722,52.54
250366002463,34.53
250366002571,14.0
250372000510,15.37
250375000512,52.3
250375000513,40.48
250375002379,51.5
250378000518,70.74
250378000519,28.37
250378000520,21.76
250384000521,35.12
250384000522,56.67
250384000525,34.21
250384000526,37.01
250387000527,98.0
250390000528,12.59
250399000529,78.16
250399000531,26.35
250399000532,29.45
250399000534,19.63
250399000536,27.07
250399000538,24.71
250399002517,64.31
250402000540,78.37
250402000541,77.44
250402000542,27.77
250402000544,24.16
250402002028,45.93
250402002698,9.47
250405000460,17.03
250405000546,26.46
250405000548,65.0
250405000550,23.38
250405000551,59.79
250405000552,22.8
250405000554,18.13
250408000049,37.46
250414000558,84.41
250414000559,44.4
250414000561,27.5
250414000562,47.57
250414000834,39.75
250414002803,47.0
250420000400,28.49
250420000568,84.47
250420002427,35.57
250420002428,46.27
250420002430,42.9
250423000570,35.49
250423002788,20.0
250423002791,20.7
250423002798,12.4
250426000573,40.3
250429000574,57.23
250429000575,51.34
250432000578,25.67
250432000579,60.74
250432000582,17.16
250432000583,30.72
250432001625,53.82
250432002822,28.5
250436000585,24.62
250436000588,25.84
250436000590,17.08
250436000591,69.27
250436001595,36.38
250436001597,52.75
250436002518,32.29
250441000593,43.79
250441000594,79.99
250441000968,52.36
250441000975,60.4
250444000596,36.0
250444000597,52.21
250444000976,42.0
250450000602,52.49
250450000603,61.95
250450000604,22.99
250450000605,37.5
250450000606,22.62
250453000607,22.9
250456000609,55.65
250456000610,81.68
250459000611,14.66
250459000612,31.57
250459000613,17.68
250459000616,35.9
250459002466,13.66
250462000618,64.54
250462000623,81.36
250462000624,21.76
250462000980,19.74
250462000983,56.03
250462002381,13.85
250465000625,45.43
250471000626,18.1
250477000631,48.84
250477000634,145.31
250477001520,66.5
250477001521,53.9
250477002033,65.8
250477002038,60.68
250477002118,39.1
250477002787,11.61
250477002804,9.0
250480000640,28.0
250480000642,50.21
250480000645,31.39
250480002572,34.67
250483000649,174.38
250483000655,49.77
250483000665,15.44
250483000666,36.2
250483000671,58.29
250483000672,51.38
250483000677,18.86
250483000679,37.6
250483000684,47.24
250483001780,44.96
250483002644,44.39
250483002650,47.27
250483002656,39.13
250483002660,13.9
250483002811,43.35
250483002838,4.2
250483002852,12.17
250483002858,0.0
250486000685,33.22
250486000686,73.03
250486000687,50.61
250486000688,46.18
250486000689,37.8
250486000690,26.8
250486000691,29.42
250489000696,39.97
250489000697,87.31
250489000702,40.95
250489001523,50.19
250489002110,8.61
250489002469,46.97
250489002672,47.01
250489002775,52.0
250492000706,11.56
250495000708,64.49
250495000709,64.17
250495000710,22.37
250495000724,33.77
250495000864,20.41
250498000464,53.14
250498000714,42.52
250498000716,36.68
250498000721,40.64
250498000726,36.6
250498000727,52.22
250498000728,50.14
250498000731,37.28
250498000733,71.5
250498000734,50.08
250498001530,54.11
250498002573,177.06
250498002820,17.57
250498002823,17.86
250501000736,20.65
250501000737,125.63
250501000738,39.99
250501000740,26.23
250501000741,27.43
250501000868,23.44
250501000871,43.43
250501000986,6.0
250501001694,29.72
250501001785,40.84
250501002519,27.38
250502000744,51.75
250507000746,60.5
250507000748,48.0
250507001852,31.0
250507002735,28.0
250507002739,28.0
250510000749,51.92
250513000750,39.46
250513000751,57.92
250513000755,26.9
250513002431,38.01
250513002692,8.01
250516000757,12.49
250516000758,23.1
250516000761,22.47
250516002667,19.82
250522000764,36.72
250522000765,43.92
250522000766,4.0
250522002764,21.47
250527000768,23.79
250527002382,9.2
250527002385,24.27
250527002386,21.18
250527002816,12.71
250528000770,30.5
250528000771,19.7
250528000774,79.85
250528000779,53.8
250528000780,25.7
250528000781,27.5
250528000877,16.8
250528002574,7.0
250534000725,1.1
250537000786,63.76
250537000787,19.5
250537000788,20.7
250537002520,33.7
250537002576,52.44
250537002754,42.06
250540000789,12.55
250540000790,30.72
250540000791,14.57
250547002267,135.19
250548002268,175.1
250548502269,133.16
250549000798,21.29
250549000800,43.1
250549000801,40.21
250549002128,7.0
250549002577,21.71
250549002578,22.1
250549002771,0.5
250550000805,59.45
250550000806,22.79
250550000807,56.86
250550000808,33.17
250550002611,3.0
250558000813,23.33
250558000879,24.87
250561000815,38.83
250567000818,20.41
250567000820,50.71
250567000821,22.0
250567001276,40.22
250567001459,17.41
250573000822,18.25
250573000824,73.8
250573001464,19.59
250573001598,20.45
250573002139,21.94
250573002141,35.1
250573002547,15.21
250574000825,71.71
250576000826,5.8
250579000827,31.94
250579000828,20.96
250579000829,60.88
250579000832,17.09
250579002548,63.74
250588000838,57.3
250588000839,35.03
250594000843,19.89
250594000845,22.38
250597000056,12.99
250597000296,39.04
250597000848,24.88
250597000850,61.83
250597000851,9.72
250597000852,38.22
250597000854,16.46
250597000856,126.83
250597000857,27.26
250597000866,38.96
250597000867,7.96
250597001168,45.0
250597001169,43.47
250597001698,7.0
250597001706,6.96
250597002769,8.96
250600000869,10.38
250609000872,86.01
250609000873,32.79
250609000874,36.01
250609000875,70.12
250609000876,33.7
250609002671,35.07
250615000878,37.77
250615000880,30.9
250615000882,20.89
250621000889,19.59
250624000894,63.39
250624001172,47.34
250624001302,47.9
250624001304,50.17
250627000900,78.2
250627000904,41.04
250627000907,46.75
250627000908,28.6
250627000909,38.41
250627000910,33.33
250627000913,33.92
250627001178,14.85
250627002581,38.32
250627002645,33.25
250627002795,20.95
250630000915,43.2
250630000916,42.82
250630002041,3.5
250633000468,66.8
250633000918,32.7
250633000919,35.7
250633000920,81.9
250633001180,37.6
250633002043,4.5
250639000922,41.19
250639000924,23.8
250639000925,27.5
250639000926,87.08
250639000927,56.78
250642000930,28.61
250642000932,33.03
250642001307,20.06
250648000935,50.08
250648000936,33.74
250648000937,43.29
250648000939,36.11
250651000940,83.47
250651000941,47.01
250654000943,32.16
250654001531,37.7
250663000949,19.03
250666000471,10.0
250666000730,18.0
250666000950,41.06
250666000955,44.43
250666000956,35.28
250666000958,26.99
250666001626,45.43
250666001627,41.04
250666001918,47.45
250666001945,39.04
250666002433,38.0
250666002477,21.01
250666002623,39.04
250666002625,31.93
250666002628,17.77
250666002630,43.44
250666002651,15.0
250666002654,31.04
250666002749,12.0
250666002758,33.29
250666002766,26.98
250666002777,56.5
250666002799,33.0
250666002805,30.0
250666002815,16.0
250666002856,225.79
250669000969,27.0
250669000970,35.48
250672000971,23.21
250672000972,33.81
250672000973,28.12
250672000974,24.26
250675000978,52.11
250675000979,28.47
250678000064,5.0
250678000742,39.11
250678000981,46.64
250678000985,48.51
250678000987,98.21
250678000988,48.07
250678000990,10.32
250678001947,5.0
250678002045,57.57
250678002272,37.66
250678002637,45.4
250678002779,3.5
250681000992,13.83
250684000473,37.56
250684000994,48.95
250684000995,42.98
250684000996,38.97
250684000998,33.0
250684001000,40.15
250684001001,173.01
250684002551,80.5
250684002552,75.71
250684002829,6.75
250690001008,25.57
250690001009,27.94
250690001183,63.29
250693001011,127.81
250696001012,32.95
250696001013,23.11
250696001014,28.16
250696001628,25.9
250699000743,31.01
250699001016,35.76
250699001017,31.94
250699001019,28.43
250699001020,75.78
250699001022,32.47
250702000067,32.92
250702000068,20.0
250702000073,50.09
250702000086,48.43
250702000088,33.98
250702000092,36.0
250702000477,35.99
250702001023,36.96
250702001026,42.91
250702001029,33.99
250702001033,34.98
250702001034,52.86
250702001036,47.62
250702001038,36.12
250702001041,213.0
250702001044,34.91
250702001045,40.46
250702001048,34.94
250702001051,19.53
250702001954,36.1
250702001955,49.83
250702002726,6.65
250702002732,7.15
250702002761,36.93
250702002860,9.65
250705001055,59.3
250705001056,79.74
250705001057,27.54
250705002663,32.34
250705002665,29.41
250708001058,35.71
250708001957,23.47
250708002870,25.93
250708002871,26.99
250711000301,80.07
250711001061,16.69
250711001062,33.62
250711001063,84.73
250711001064,20.83
250711001066,30.89
250711001067,96.63
250711001068,41.67
250711001070,44.8
250711001072,30.12
250711001073,32.74
250711001074,31.7
250711001075,44.4
250711001077,30.01
250711001079,19.71
250711001080,105.18
250711001081,11.33
250711001083,51.88
250711001084,23.17
250711001085,31.25
250711001087,38.48
250711002277,81.5
250711002527,9.8
250711002647,36.95
250711002658,30.64
250711002801,21.81
250714001089,28.42
250714001090,52.77
250714001091,51.2
250714001093,28.87
250714002617,2.6
250717001106,114.22
250717001344,61.45
250717001345,57.48
250717001351,47.47
250717001361,68.79
250717001363,84.97
250717002046,21.99
250723001004,6.0
250723001111,49.01
250723001112,87.02
250723001114,99.42
250723001365,59.91
250726001120,10.1
250726001121,27.85
250726001122,13.87
250726001123,23.97
250726001124,89.73
250726001788,56.43
250726001789,41.96
250729001127,33.57
250732001130,48.98
250732001133,99.33
250732001135,44.96
250732001368,10.0
250732001631,56.18
250732002639,114.49
250735000760,18.99
250735001137,24.92
250735001139,37.05
250735001140,31.81
250735001142,109.38
250735001143,75.69
250735001144,26.45
250738001145,73.45
250741001097,47.24
250741001146,84.36
250744000886,42.58
250744001546,43.79
250744002528,32.26
250744002638,21.15
250747001148,22.51
250747001149,17.82
250750000105,34.98
250750001152,34.2
250750001153,40.41
250753000114,24.06
250753001155,29.14
250753001156,51.66
250753001157,67.45
250753001159,25.04
250756001174,47.0
250756001176,81.01
250756001634,39.15
250756001638,46.05
250756002049,41.22
250756002057,35.97
250756002062,42.52
250756002063,53.68
250756002393,7.21
250759001015,30.82
250759001184,51.67
250759001185,19.21
250759002483,55.26
250762001190,18.51
250762001191,16.51
250762001192,28.96
250762001193,69.8
250762001196,30.98
250762001198,23.77
250762001800,13.53
250762002557,60.21
250768001200,29.25
250768001202,47.42
250768001277,30.6
250768001279,57.1
250774001211,84.51
250774001213,143.7
250774001376,93.18
250774001556,91.5
250774002558,78.01
250777001223,46.64
250777001227,62.83
250777001378,53.37
250777002626,20.02
250777002741,47.46
250783001236,38.74
250783002588,23.35
250786001237,42.09
250786001238,37.06
250786001239,85.63
250786001240,78.12
250786001244,79.03
250786001650,6.64
250789001248,37.48
250789001249,61.68
250789001251,27.58
250792001252,37.1
250792001254,31.05
250792001255,26.26
250798001257,68.09
250798001259,39.06
250798001261,26.12
250798001262,66.95
250798001263,25.41
250798002485,21.62
250798501264,72.5
250799000424,16.41
250799000425,11.1
250799000934,6.47
250799001265,28.38
250799001636,9.36
250804001269,25.99
250804001655,29.0
250804002589,31.02
250805002279,112.02
250816001273,44.57
250822002394,10.98
250825001278,61.48
250825001281,31.9
250825001282,44.53
250828001283,15.87
250828001285,26.16
250828001287,11.02
250828001288,10.89
250828001467,26.29
250831000362,40.74
250831000947,23.09
250831000948,35.55
250831001102,57.57
250831001289,78.98
250831001868,22.32
250832001290,63.06
250834001291,39.16
250834001292,34.13
250834001297,51.0
250834001298,19.99
250834001299,26.47
250834001301,25.5
250834001303,116.96
250834001305,73.75
250837000306,50.8
250837001306,33.96
250837001308,71.66
250837001313,31.73
250837001314,23.73
250837001315,121.55
250837001317,30.48
250837002690,37.8
250843001318,37.17
250843001319,16.87
250843001320,48.01
250843001321,20.88
250843001322,18.12
250843001323,19.93
250843001324,21.45
250843001326,39.92
250843001327,51.21
250843001329,25.18
250843001330,14.01
250843001331,21.07
250843001332,22.4
250843001333,23.04
250843001334,67.58
250843001335,27.03
250843001336,164.72
250843001337,81.92
250843001339,65.06
250843001341,50.27
250843001342,13.94
250843001343,16.94
250843002590,9.92
250843002681,15.49
250843002802,18.8
250844002266,204.11
250853001346,11.89
250858001350,52.42
250858001354,64.14
250858001355,41.64
250858002624,26.81
250861000307,50.21
250861000310,67.79
250861000314,83.11
250861001042,55.69
250861001356,35.49
250861001358,35.41
250861001359,31.02
250861001360,32.4
250861001362,40.41
250861001366,40.24
250861001367,34.1
250861001369,22.5
250861001370,32.92
250861001371,32.8
250861001373,35.22
250861001374,183.1
250861001375,150.05
250861001377,22.5
250861001379,26.25
250861001382,22.09
250861001383,26.8
250861001657,16.44
250864000317,32.64
250864001384,36.27
250865001386,52.19
250867001387,39.78
250867001388,24.43
250867001389,25.55
250867001390,29.2
250870000767,34.15
250870001393,34.81
250870001395,29.75
250870001396,16.67
250870001397,87.35
250870001398,74.25
250870001399,21.96
250873001199,29.65
250873001207,73.69
250873001401,24.32
250873001402,18.68
250873001404,37.38
250873001405,78.39
250873001408,17.18
250873001409,7.0
250876001410,20.84
250876001411,21.38
250879000621,34.9
250879001412,20.62
250879001415,56.94
250879001762,46.87
250879002280,43.04
250879002281,44.56
250879002686,4.55
250879002705,0.13
250882000505,23.15
250882001419,25.48
250882001420,30.3
250882001422,70.57
250882002592,47.02
250885001425,26.94
250885001429,28.67
250885001430,62.75
250885001431,26.67
250885001432,56.81
250885001433,21.84
250886002314,50.1
250888001208,21.16
250888001436,22.62
250888001437,21.0
250888001438,20.95
250888001440,55.77
250891001441,106.49
250894001445,48.63
250894001447,37.5
250894002591,49.91
250894002682,27.95
250895002282,46.73
250896002283,111.86
250900001209,28.63
250900001449,33.24
250900001450,22.18
250900001451,47.13
250900001452,46.72
250903001454,34.55
250903001455,49.6
250903001456,43.7
250903001458,34.55
250906001460,26.94
250906001461,20.6
250906001462,19.06
250906001463,26.97
250906001465,20.52
250906001466,71.96
250906001468,65.33
250906001557,23.48
250909001469,39.9
250914001471,54.09
250915001472,54.64
250915001473,37.0
250918001475,26.22
250918002593,20.68
250921001477,22.52
250927001479,22.09
250927001481,23.41
250927001482,43.12
250927001483,30.07
250927002810,7.05
250930001485,42.28
250930002594,55.1
250930002595,19.02
250931002285,76.84
250936001493,28.69
250936001495,93.96
250936001496,20.23
250936001501,33.44
250936001502,27.43
250936001503,42.51
250936001504,127.12
250936001505,20.0
250936001506,24.61
250936001821,24.49
250939001507,11.67
250942001508,34.64
250942001509,31.64
250942001510,38.46
250942001823,33.56
250942001824,66.53
250945000403,40.5
250945000406,21.8
250945000408,27.3
250945000414,15.1
250945001512,40.1
250945001513,58.55
250954001514,11.48
250960001515,42.22
250960002612,15.1
250960002613,5.51
250960002614,16.89
250960002615,5.69
250963001516,21.95
250963001519,29.03
250963001522,14.98
250963001524,33.0
250963001525,54.38
250963001526,83.84
250963001528,33.01
250963001532,53.53
250963001534,75.04
250963001535,30.02
250963001536,21.38
250963002489,15.6
250969001537,25.28
250969001538,18.78
250972000318,9.0
250972000320,103.38
250972000325,108.1
250972001380,66.98
250972001539,21.74
250972001540,36.81
250972001541,20.62
250972001542,43.1
250972001543,26.33
250972001545,44.17
250972001547,43.49
250972001548,33.79
250972002531,81.07
250978001551,17.4
250984002694,18.56
250987000772,24.12
250987001220,44.37
250987001381,29.26
250987001560,22.55
250987001561,33.28
250987001563,28.31
250987001564,42.47
250987001567,25.19
250987001568,22.51
250987001571,37.91
250987001573,23.01
250987001574,28.84
250987001577,89.42
250987001579,115.59
250987001581,29.85
250987001582,33.17
250987001583,25.4
250987002492,24.58
250987002807,12.0
250990001587,58.51
250990002701,0.0
250990002707,0.0
250993001392,57.67
250993001590,25.1
250993001592,33.18
250993001593,28.6
250993001596,57.43
250993002596,43.5
250999001604,22.54
250999001605,38.0
250999001606,31.51
250999001608,27.46
250999001609,28.98
250999001611,85.35
250999001612,46.78
250999001958,22.2
250999002751,7.8
251005001618,42.0
251005001619,50.99
251005001629,34.97
251005001630,124.09
251005001633,43.07
251005001659,13.22
251005001962,28.99
251005001963,47.47
251005001975,56.53
251005001976,43.51
251005002113,44.98
251008001635,18.76
251014001637,34.82
251017001640,16.32
251017001641,17.43
251017001642,48.69
251017001643,51.26
251017001708,19.49
251020000506,24.77
251020002533,29.7
251020002597,30.73
251023001649,6.99
251038000127,8.0
251038000773,34.91
251038001653,25.0
251038001656,24.67
251038001658,26.21
251038001664,104.91
251038001668,37.95
251038002404,53.42
251038002559,48.63
251038002774,5.4
251038002864,4.6
251047001673,61.35
251047002535,63.45
251047002824,34.56
251047002857,55.72
251050001677,15.82
251050001680,18.56
251050001682,15.22
251050001684,53.72
251050001685,57.14
251050001687,41.12
251050002700,5.47
251053001688,4.66
251056001689,32.16
251056001690,47.84
251056001691,29.15
251056001693,65.09
251056002068,36.71
251056002289,33.96
251059001695,33.45
251059001696,28.95
251059001699,46.35
251059001700,41.72
251061501701,129.17
251062001702,39.98
251062001703,40.44
251062001704,40.4
251062001705,91.52
251062002560,65.47
251071001709,31.81
251077001047,35.17
251077001559,9.27
251077001713,22.14
251077001716,66.72
251077001717,113.11
251077001718,19.12
251077001719,19.51
251077001825,62.59
251077002496,17.03
251080001720,15.7
251083001721,42.87
251083001722,89.29
251086001723,25.98
251086001727,18.23
251086002536,30.32
251086002537,48.64
251089000891,24.93
251089001731,41.78
251089001732,15.91
251089001736,54.77
251089001738,39.01
251089001739,43.39
251089001745,123.46
251089001749,40.54
251089002498,6.4
251089002499,12.35
251089002561,26.94
251092001752,44.65
251092001753,19.0
251092001754,45.54
251092002406,25.31
251093001756,61.42
251095001758,35.46
251098001221,40.39
251098001760,23.6
251098001761,25.93
251098001827,21.19
251101001763,35.0
251101001764,18.0
251101001770,33.5
251101002865,45.0
251101002868,44.0
251102002290,116.0
251104000428,29.72
251104001773,0.0
251104001774,36.3
251104001775,6.83
251104001778,2.33
251105001779,109.91
251106002291,75.0
251113000341,58.24
251113000896,43.06
251113000901,89.74
251113001562,29.13
251113001792,19.56
251113001794,55.95
251113001795,22.69
251113001796,25.89
251113001799,38.19
251113001801,30.46
251113001803,20.13
251113001804,51.12
251113001805,23.08
251113001806,94.38
251113001807,25.44
251113001808,33.2
251113001809,31.39
251113001810,51.81
251113001813,28.47
251113001814,25.24
251113001815,32.95
251113001817,19.19
251113001818,18.97
251113001819,33.16
251113001820,24.42
251113001822,55.25
251113001826,29.1
251113001829,25.94
